duration_seconds,cpu0_package_joules,cpu0_core_joules,cpu0_uncore_joules,cpu0_dram_joules,image,library
1.220217,2.609009,1.765015,0.010071,0.700317,500b,opencv
1.223655,2.757385,1.907776,0.009644,0.714050,500b,opencv
1.214689,2.472778,1.603821,0.008545,0.700500,500b,opencv
1.220896,2.666748,1.752991,0.010803,0.701721,500b,opencv
1.322782,2.913391,1.960754,0.008850,0.765015,500b,opencv
1.322427,2.787659,1.830872,0.015076,0.773071,500b,opencv
1.224022,2.666809,1.818054,0.008484,0.709473,500b,opencv
1.220149,2.637939,1.733948,0.009460,0.703857,500b,opencv
1.220377,2.637146,1.763733,0.009277,0.705750,500b,opencv
1.219905,2.668274,1.783142,0.008240,0.711487,500b,opencv
1.220936,2.680847,1.792358,0.008484,0.706116,500b,opencv
1.220674,2.638611,1.743591,0.009399,0.706787,500b,opencv
1.217655,2.656799,1.741089,0.010010,0.711792,500b,opencv
1.220024,2.657654,1.796265,0.010071,0.705750,500b,opencv
3.783115,6.571594,3.994446,0.028503,2.135437,500b,opencv
1.221323,2.675232,1.765747,0.010315,0.704285,500b,opencv
1.223986,2.669678,1.805298,0.008301,0.709961,500b,opencv
1.220385,2.537781,1.695374,0.009277,0.704285,500b,opencv
1.326407,2.844788,1.897278,0.012634,0.781738,500b,opencv
1.425243,2.907104,1.878967,0.008545,0.812256,500b,opencv
1.326634,2.867615,1.944519,0.012268,0.767334,500b,opencv
1.220270,2.636108,1.777039,0.009277,0.705139,500b,opencv
1.228896,2.943237,1.971313,0.016052,0.727600,500b,opencv
1.314482,2.847839,1.882935,0.014587,0.761902,500b,opencv
1.321370,2.771912,1.816101,0.008545,0.761475,500b,opencv
1.220412,2.700500,1.797852,0.008423,0.702820,500b,opencv
1.220902,2.794983,1.851990,0.009277,0.714722,500b,opencv
1.219244,2.635681,1.776428,0.008484,0.704468,500b,opencv
1.220852,2.750793,1.827087,0.008362,0.711975,500b,opencv
1.220606,2.694336,1.766968,0.008789,0.699646,500b,opencv
1.117974,2.816406,1.986145,0.010803,0.664978,500b,opencv
1.323355,2.894897,1.968262,0.010010,0.778015,500b,opencv
1.323027,2.706177,1.795044,0.008423,0.760498,500b,opencv
1.323117,2.743042,1.810059,0.004639,0.749023,500b,opencv
1.428133,3.065552,2.090698,0.004639,0.817627,500b,opencv
1.323445,2.515137,1.718872,0.004639,0.732788,500b,opencv
1.219803,2.505981,1.752319,0.004639,0.679016,500b,opencv
1.224016,2.541931,1.722839,0.004639,0.683105,500b,opencv
1.219419,2.436157,1.702026,0.004639,0.676514,500b,opencv
1.149332,2.282654,1.557129,0.004639,0.638000,500b,opencv
1.109842,2.390747,1.696594,0.004639,0.623413,500b,opencv
1.293910,2.674072,1.809998,0.005432,0.727173,500b,opencv
1.118804,2.450134,1.692749,0.005432,0.628784,500b,opencv
1.221345,2.458618,1.726501,0.005432,0.680420,500b,opencv
1.433880,2.777588,1.922729,0.005432,0.788940,500b,opencv
1.215995,2.335876,1.607117,0.005432,0.674133,500b,opencv
1.321693,3.370667,2.443176,0.005432,0.744446,500b,opencv
1.219671,2.346985,1.633789,0.005432,0.673218,500b,opencv
1.272794,2.434509,1.691040,0.005432,0.705566,500b,opencv
1.374740,2.602051,1.798523,0.005432,0.763855,500b,opencv
1.220243,2.759705,1.907898,0.005127,0.702393,500b,opencv
1.222016,2.423706,1.697021,0.005127,0.676453,500b,opencv
1.222920,2.518799,1.798279,0.005127,0.684937,500b,opencv
1.219715,2.493164,1.777954,0.005127,0.682190,500b,opencv
1.215264,2.317871,1.587769,0.005127,0.670166,500b,opencv
1.322830,2.570557,1.762634,0.005127,0.733398,500b,opencv
1.223557,2.466736,1.760559,0.005127,0.680054,500b,opencv
1.111121,2.289978,1.584656,0.005127,0.636047,500b,opencv
1.202437,2.155701,1.410706,0.005127,0.665833,500b,opencv
1.220041,2.471313,1.729675,0.005127,0.680969,500b,opencv
1.219773,2.451355,1.693787,0.005127,0.682556,500b,opencv
1.220766,2.401489,1.695496,0.005127,0.677368,500b,opencv
1.321488,2.475342,1.728149,0.005127,0.724792,500b,opencv
1.224195,2.601257,1.778442,0.005127,0.679077,500b,opencv
1.219591,2.432373,1.663940,0.005127,0.675354,500b,opencv
1.219855,2.596191,1.831970,0.005127,0.679199,500b,opencv
1.225233,2.471252,1.741211,0.005127,0.686768,500b,opencv
1.526711,2.853271,1.932068,0.005127,0.836304,500b,opencv
1.219374,2.497986,1.719971,0.005127,0.680664,500b,opencv
1.220635,2.423157,1.679871,0.005127,0.675110,500b,opencv
1.220926,2.703003,1.941162,0.005127,0.684998,500b,opencv
1.230039,2.609009,1.825867,0.005127,0.692261,500b,opencv
1.218962,2.416138,1.693176,0.005127,0.672729,500b,opencv
1.121372,2.483154,1.770020,0.005127,0.630005,500b,opencv
1.224095,2.886292,2.058533,0.005127,0.689819,500b,opencv
1.121163,2.370300,1.670532,0.005127,0.625488,500b,opencv
1.330902,2.725403,1.907471,0.005127,0.740112,500b,opencv
1.290215,2.551270,1.770447,0.005127,0.713989,500b,opencv
1.354240,2.735779,1.829712,0.005127,0.757812,500b,opencv
1.220614,2.513184,1.746277,0.005127,0.678162,500b,opencv
1.323321,2.624084,1.832581,0.005127,0.733032,500b,opencv
1.223992,2.433228,1.689575,0.005127,0.680847,500b,opencv
1.222407,2.519775,1.737427,0.005127,0.679932,500b,opencv
1.425446,2.893921,1.983093,0.005127,0.811462,500b,opencv
1.220549,2.457581,1.691406,0.005127,0.679749,500b,opencv
1.220291,2.345398,1.621704,0.005127,0.674744,500b,opencv
1.218594,2.524658,1.799316,0.005127,0.697632,500b,opencv
1.220200,2.681213,1.914612,0.005127,0.698181,500b,opencv
1.332373,3.390381,2.464294,0.005127,0.759949,500b,opencv
1.215290,2.595154,1.803894,0.005127,0.674438,500b,opencv
1.219283,2.487610,1.714417,0.005127,0.673584,500b,opencv
1.324104,2.607971,1.797363,0.005127,0.733093,500b,opencv
1.323053,2.637939,1.791687,0.005127,0.739258,500b,opencv
1.219409,2.543884,1.721191,0.005127,0.683044,500b,opencv
1.118261,2.328491,1.604004,0.005127,0.627502,500b,opencv
1.591941,3.753906,2.552612,0.058899,0.989319,500b,pillow
1.321882,3.155151,2.224976,0.017029,0.776123,500b,pillow
1.222600,2.755798,1.884888,0.009705,0.707520,500b,pillow
1.220062,2.723328,1.841675,0.009094,0.710449,500b,pillow
1.219273,2.752747,1.905518,0.011841,0.715332,500b,pillow
1.221134,2.546448,1.727844,0.009766,0.706116,500b,pillow
1.223839,2.569397,1.769470,0.008484,0.704529,500b,pillow
1.219744,2.586243,1.724182,0.009583,0.705383,500b,pillow
1.220346,2.558105,1.689819,0.009827,0.704834,500b,pillow
1.219314,2.643005,1.774658,0.011108,0.700317,500b,pillow
1.220137,2.570557,1.722534,0.008057,0.698120,500b,pillow
1.314935,2.619080,1.745483,0.009277,0.756470,500b,pillow
1.323782,2.730225,1.870117,0.009705,0.760986,500b,pillow
1.220460,2.710022,1.799927,0.009583,0.710815,500b,pillow
1.219638,2.584106,1.727051,0.010498,0.703613,500b,pillow
1.224858,2.639038,1.815125,0.010010,0.706238,500b,pillow
1.220180,2.737488,1.885559,0.007507,0.726074,500b,pillow
1.193697,2.854431,1.945862,0.014648,0.711609,500b,pillow
1.250560,2.830994,1.885559,0.013000,0.736694,500b,pillow
1.220602,2.749268,1.910583,0.011597,0.731873,500b,pillow
1.219490,2.644287,1.785278,0.011292,0.705505,500b,pillow
1.219293,2.677246,1.791809,0.009521,0.706360,500b,pillow
1.220849,2.616577,1.721619,0.009827,0.705383,500b,pillow
1.219961,2.625732,1.757690,0.008911,0.700623,500b,pillow
1.220655,2.641785,1.813538,0.009094,0.709839,500b,pillow
1.221521,2.638367,1.802979,0.008911,0.706665,500b,pillow
1.218678,2.621704,1.758545,0.010681,0.697266,500b,pillow
1.118055,2.559082,1.772156,0.009949,0.652588,500b,pillow
1.220947,2.676392,1.792175,0.010071,0.707947,500b,pillow
1.218183,2.581970,1.745544,0.008423,0.701782,500b,pillow
1.220541,2.698120,1.829773,0.010071,0.708069,500b,pillow
1.218332,2.662354,1.789246,0.008179,0.703552,500b,pillow
1.121984,2.514648,1.708862,0.009583,0.651489,500b,pillow
1.218397,2.741333,1.847412,0.009766,0.707458,500b,pillow
1.117304,2.441040,1.665894,0.009338,0.647827,500b,pillow
1.220173,2.584961,1.741089,0.010010,0.702454,500b,pillow
1.220595,2.708740,1.842957,0.008789,0.707642,500b,pillow
1.220079,2.644958,1.756042,0.008667,0.704773,500b,pillow
1.321205,2.747375,1.818542,0.009705,0.760010,500b,pillow
1.220719,2.617676,1.765442,0.011108,0.708984,500b,pillow
1.322741,2.867126,1.957397,0.007324,0.759888,500b,pillow
1.219394,2.540466,1.810242,0.007324,0.677612,500b,pillow
1.118000,2.731079,2.031372,0.007324,0.630005,500b,pillow
1.220732,2.498596,1.714905,0.007324,0.682312,500b,pillow
1.220522,2.634216,1.849915,0.007324,0.680481,500b,pillow
1.218548,2.477417,1.750610,0.007324,0.678955,500b,pillow
1.219183,2.527344,1.731812,0.007324,0.677917,500b,pillow
1.216662,2.405151,1.622681,0.007324,0.674500,500b,pillow
1.220343,2.456604,1.688599,0.007324,0.673645,500b,pillow
1.322798,2.600098,1.797119,0.007324,0.735535,500b,pillow
1.121888,2.459290,1.756226,0.007324,0.633545,500b,pillow
1.323121,2.566101,1.762695,0.007324,0.736328,500b,pillow
1.220961,2.573608,1.795471,0.007324,0.683899,500b,pillow
1.111121,2.314087,1.600586,0.007324,0.617188,500b,pillow
1.123930,2.481384,1.777771,0.007324,0.632141,500b,pillow
1.220183,2.458679,1.686035,0.007324,0.682800,500b,pillow
1.220376,2.537415,1.755920,0.007324,0.680603,500b,pillow
1.220590,2.438538,1.656799,0.007324,0.681885,500b,pillow
1.218499,2.548767,1.761780,0.007324,0.680054,500b,pillow
1.219915,2.386841,1.646912,0.007324,0.679565,500b,pillow
1.224945,2.547180,1.818604,0.007324,0.687622,500b,pillow
1.220321,2.425171,1.668762,0.007324,0.674622,500b,pillow
1.241485,2.592163,1.770386,0.007324,0.689575,500b,pillow
1.106570,2.388489,1.678650,0.007324,0.623413,500b,pillow
1.309753,2.619263,1.820374,0.007324,0.728210,500b,pillow
1.224887,2.574768,1.799683,0.007324,0.682312,500b,pillow
1.218419,2.545837,1.796265,0.007324,0.682495,500b,pillow
1.220928,2.563232,1.779968,0.007324,0.676575,500b,pillow
1.220326,2.527161,1.744751,0.007324,0.680481,500b,pillow
1.219415,2.409302,1.659485,0.007324,0.680115,500b,pillow
1.221094,2.639526,1.855469,0.007324,0.698059,500b,pillow
1.181064,2.438904,1.714355,0.007324,0.655701,500b,pillow
1.260135,2.527710,1.693481,0.007324,0.698242,500b,pillow
1.220356,2.600952,1.814270,0.007324,0.700684,500b,pillow
1.218214,2.412354,1.675659,0.007324,0.677795,500b,pillow
1.216204,2.391846,1.653381,0.007324,0.675415,500b,pillow
1.219581,2.382568,1.625793,0.007324,0.672974,500b,pillow
1.220899,2.533325,1.749146,0.007324,0.683533,500b,pillow
1.219693,2.440735,1.661499,0.007324,0.679016,500b,pillow
1.221080,2.375671,1.641907,0.007324,0.675598,500b,pillow
1.220274,2.507935,1.729675,0.007324,0.681641,500b,pillow
1.322323,2.639282,1.804443,0.007324,0.736633,500b,pillow
1.322769,2.561279,1.734070,0.007324,0.729126,500b,pillow
1.220382,2.535889,1.757690,0.007324,0.679749,500b,pillow
1.218558,2.337952,1.623230,0.007324,0.674683,500b,pillow
1.219870,2.499695,1.739563,0.007324,0.681641,500b,pillow
1.321169,2.606812,1.764893,0.007324,0.733826,500b,pillow
1.150062,2.564270,1.743164,0.004700,0.656555,500b,pillow
1.187490,2.389160,1.624695,0.004700,0.661072,500b,pillow
1.220479,2.457458,1.695496,0.004700,0.680298,500b,pillow
1.220786,2.499084,1.728149,0.004700,0.683716,500b,pillow
1.218570,2.456299,1.682983,0.004700,0.673096,500b,pillow
1.321789,2.670410,1.839111,0.004700,0.733215,500b,pillow
1.224902,2.693542,1.935547,0.004700,0.690979,500b,pillow
1.118052,2.275208,1.570435,0.004700,0.623901,500b,pillow
1.221165,2.474731,1.730103,0.004700,0.680115,500b,pillow
1.219671,2.487000,1.727234,0.004700,0.677612,500b,pillow
1.121993,2.468323,1.703308,0.004700,0.633606,500b,pillow
1.220519,2.426575,1.673706,0.004700,0.677673,500b,pillow
1.223756,2.460876,1.700378,0.004700,0.684326,500b,pillow
1.224480,2.961670,2.005005,0.050781,0.784180,500b,wand
1.220048,2.708252,1.805359,0.017090,0.719543,500b,wand
1.423752,2.923218,1.906189,0.010010,0.816650,500b,wand
1.322493,2.674683,1.745850,0.008728,0.754395,500b,wand
1.220196,2.628906,1.778748,0.008911,0.709045,500b,wand
1.218246,2.603394,1.722717,0.009399,0.705444,500b,wand
1.220484,2.626587,1.747314,0.009583,0.700378,500b,wand
1.218299,2.696960,1.807678,0.009705,0.700623,500b,wand
1.220971,2.951538,2.071106,0.007690,0.713928,500b,wand
1.217871,2.563049,1.707764,0.010254,0.701904,500b,wand
1.219540,2.644775,1.711792,0.009827,0.701477,500b,wand
1.224744,2.651611,1.794617,0.011169,0.712585,500b,wand
1.206118,2.454224,1.566040,0.008911,0.703003,500b,wand
1.110002,2.474731,1.701477,0.004089,0.638672,500b,wand
1.117283,2.497437,1.664734,0.008362,0.650757,500b,wand
1.224583,2.742798,1.818604,0.007874,0.710938,500b,wand
1.320942,2.798340,1.844849,0.014038,0.769409,500b,wand
1.219877,2.667480,1.758606,0.009583,0.703735,500b,wand
1.321586,2.754456,1.817871,0.010681,0.758972,500b,wand
1.220578,2.685852,1.780029,0.008240,0.706177,500b,wand
1.220182,2.633423,1.727966,0.008972,0.705566,500b,wand
1.176509,2.703491,1.848328,0.008484,0.687256,500b,wand
1.165522,2.731995,1.850830,0.009644,0.695251,500b,wand
1.222477,2.562256,1.722290,0.009277,0.700806,500b,wand
1.221007,2.661377,1.800293,0.010803,0.703796,500b,wand
1.220433,2.728577,1.833923,0.009277,0.723694,500b,wand
1.224455,2.710449,1.849854,0.009033,0.707703,500b,wand
1.221606,2.666504,1.761292,0.010620,0.699829,500b,wand
1.219274,5.900696,4.851624,0.010010,0.814636,500b,wand
1.323549,5.829041,4.661194,0.009155,0.843628,500b,wand
1.322756,3.066467,2.095154,0.015320,0.773010,500b,wand
1.321033,3.048279,2.077454,0.009705,0.774231,500b,wand
1.220080,2.548401,1.698975,0.010132,0.702698,500b,wand
1.220853,2.686462,1.759216,0.009705,0.708801,500b,wand
1.219456,2.761414,1.850525,0.009583,0.702759,500b,wand
1.326495,2.944702,1.998413,0.010620,0.767944,500b,wand
1.218828,2.750122,1.839722,0.014221,0.719116,500b,wand
1.322054,2.810669,1.855530,0.009521,0.758911,500b,wand
1.220770,2.720154,1.788879,0.009338,0.706421,500b,wand
1.219318,2.635437,1.767456,0.009155,0.705566,500b,wand
1.323435,2.810730,1.849365,0.008057,0.760498,500b,wand
1.219555,2.540344,1.756836,0.008057,0.674988,500b,wand
1.224025,2.526733,1.771423,0.008057,0.680115,500b,wand
1.322664,2.722046,1.872620,0.008057,0.740417,500b,wand
1.324036,2.635437,1.792175,0.008057,0.737793,500b,wand
1.219356,2.459351,1.711304,0.008057,0.674744,500b,wand
1.323234,2.637817,1.817017,0.008057,0.733704,500b,wand
1.219290,2.363831,1.632812,0.008057,0.676086,500b,wand
1.220740,2.611206,1.810486,0.004883,0.695129,500b,wand
1.220525,2.419189,1.647278,0.004883,0.677795,500b,wand
1.223825,2.523865,1.802124,0.004883,0.683838,500b,wand
1.218980,2.427429,1.666504,0.004883,0.673462,500b,wand
1.320733,2.630981,1.783142,0.004883,0.734131,500b,wand
1.221489,2.460815,1.726135,0.004883,0.677429,500b,wand
1.220043,2.389404,1.675537,0.004883,0.676025,500b,wand
1.220484,2.422119,1.646545,0.004883,0.681641,500b,wand
1.223705,2.639465,1.868347,0.004883,0.687866,500b,wand
1.115054,2.369263,1.623352,0.004883,0.623535,500b,wand
1.221738,2.426819,1.702026,0.004883,0.678528,500b,wand
1.324046,2.601074,1.798279,0.004883,0.733337,500b,wand
1.158680,2.341675,1.614685,0.004883,0.647461,500b,wand
1.283008,2.441284,1.696228,0.004883,0.713135,500b,wand
1.223929,2.441772,1.690674,0.004883,0.680786,500b,wand
1.220610,2.429810,1.666260,0.004883,0.675659,500b,wand
1.220929,2.419067,1.654114,0.004883,0.677246,500b,wand
1.320383,2.646301,1.834717,0.004883,0.739807,500b,wand
1.224168,2.435425,1.716980,0.004883,0.681152,500b,wand
1.218767,2.438049,1.687012,0.004883,0.677551,500b,wand
1.220500,2.436218,1.678589,0.004883,0.679565,500b,wand
1.220188,2.486328,1.784241,0.004883,0.681641,500b,wand
1.220387,2.413696,1.662292,0.004883,0.678284,500b,wand
1.220098,2.395264,1.644653,0.004883,0.675964,500b,wand
1.323710,2.826660,1.947571,0.004883,0.743164,500b,wand
1.218968,2.461914,1.738953,0.004883,0.679688,500b,wand
1.220119,2.341125,1.639771,0.004883,0.671936,500b,wand
1.118432,2.326050,1.633606,0.004883,0.626282,500b,wand
1.219963,2.597351,1.816406,0.004883,0.705200,500b,wand
1.117836,2.395752,1.676453,0.004883,0.623047,500b,wand
1.219857,2.462341,1.722534,0.004883,0.677734,500b,wand
1.322923,2.780884,1.942139,0.004883,0.754028,500b,wand
1.324653,2.696838,1.862183,0.004883,0.735291,500b,wand
1.015707,2.164246,1.536072,0.004883,0.568237,500b,wand
1.115967,2.587280,1.785339,0.004761,0.640137,500b,wand
1.223905,2.571411,1.843628,0.004761,0.685730,500b,wand
1.220312,2.562683,1.716003,0.004150,0.687683,500b,wand
1.223643,2.445068,1.701111,0.004150,0.674927,500b,wand
1.219489,2.402344,1.652771,0.004150,0.679199,500b,wand
1.322788,2.552917,1.763245,0.004150,0.731628,500b,wand
1.220262,2.388367,1.678345,0.004150,0.675415,500b,wand
1.220236,2.468140,1.705933,0.004150,0.674561,500b,wand
1.224480,2.575500,1.801514,0.004150,0.689331,500b,wand
1.321953,2.666748,1.883545,0.004150,0.733093,500b,wand
1.219564,2.489197,1.716187,0.004150,0.679688,500b,wand
1.219929,2.514404,1.773254,0.004150,0.685730,500b,wand
1.322639,2.633301,1.738159,0.004150,0.734558,500b,wand
1.219061,2.473206,1.746094,0.004150,0.676575,500b,wand
1.425717,2.805542,1.902222,0.004150,0.786621,500b,wand
1.218687,2.451965,1.712708,0.004150,0.678467,500b,wand
1.219468,2.475891,1.699951,0.004150,0.680115,500b,wand
1.220386,2.489563,1.713379,0.004150,0.678955,500b,wand
1.428987,3.463806,2.282104,0.050537,0.903625,500b,pygame
1.323168,2.962585,1.974426,0.017273,0.768066,500b,pygame
1.283916,2.886658,1.917847,0.009155,0.741211,500b,pygame
1.364934,2.989929,1.989319,0.012390,0.785950,500b,pygame
1.322452,2.889954,1.871582,0.009705,0.771423,500b,pygame
1.322395,2.885193,1.926147,0.009033,0.763062,500b,pygame
1.322026,2.971375,1.952576,0.008118,0.767273,500b,pygame
1.503921,3.283936,2.172180,0.015564,0.872864,500b,pygame
1.345057,3.013000,1.980469,0.009888,0.768799,500b,pygame
1.326648,2.919922,1.923523,0.011414,0.764587,500b,pygame
1.324221,3.059937,2.067810,0.009521,0.768860,500b,pygame
1.630102,3.364441,2.181091,0.014893,0.939758,500b,pygame
1.322102,2.914429,1.899902,0.009766,0.757080,500b,pygame
1.322865,2.842773,1.877075,0.007935,0.764099,500b,pygame
1.428322,3.041138,1.948303,0.011658,0.833313,500b,pygame
1.425334,2.998779,1.970398,0.009827,0.817017,500b,pygame
1.424420,3.132751,1.968506,0.013123,0.826355,500b,pygame
1.425978,3.034729,1.993042,0.010559,0.817078,500b,pygame
1.324058,3.049072,2.008301,0.010193,0.764282,500b,pygame
1.327262,2.978394,1.940186,0.008972,0.766296,500b,pygame
1.424791,3.222961,2.069153,0.014709,0.835754,500b,pygame
1.429277,3.017883,2.010681,0.008179,0.818054,500b,pygame
1.220271,2.801270,1.837158,0.009399,0.705933,500b,pygame
1.424106,3.056519,1.991821,0.013794,0.823853,500b,pygame
1.319940,2.933105,1.936218,0.009460,0.759460,500b,pygame
1.529757,3.236145,2.139954,0.009888,0.870056,500b,pygame
1.424914,3.180115,2.039368,0.013672,0.832886,500b,pygame
1.425354,3.100952,2.037109,0.009277,0.820435,500b,pygame
1.322125,2.873169,1.904419,0.009155,0.757629,500b,pygame
1.419766,3.011658,1.900757,0.015930,0.836060,500b,pygame
1.424971,3.286499,2.158325,0.010925,0.838379,500b,pygame
1.425791,3.120117,2.016602,0.015564,0.827820,500b,pygame
1.321407,2.962708,1.964600,0.008301,0.768127,500b,pygame
1.323269,3.019043,2.015564,0.008667,0.786499,500b,pygame
1.424786,3.102295,1.986938,0.009216,0.817444,500b,pygame
1.352122,2.964783,1.971924,0.013733,0.785645,500b,pygame
1.395832,2.973511,2.008972,0.003967,0.793091,500b,pygame
1.427442,2.941650,1.993347,0.003967,0.795593,500b,pygame
1.627859,3.178833,2.128479,0.003967,0.899475,500b,pygame
1.369916,2.837708,1.983337,0.003967,0.765442,500b,pygame
1.368462,2.975586,2.005981,0.004944,0.775879,500b,pygame
1.233266,2.675598,1.857849,0.004944,0.694092,500b,pygame
1.327254,2.748474,1.858948,0.004944,0.742249,500b,pygame
1.530834,3.163025,2.194397,0.004944,0.853577,500b,pygame
1.321922,2.631287,1.809814,0.004944,0.731812,500b,pygame
1.323805,2.784546,1.968811,0.004944,0.744629,500b,pygame
1.424588,2.868530,1.939819,0.004944,0.791260,500b,pygame
1.218015,2.490845,1.727966,0.004944,0.677673,500b,pygame
1.326357,2.862244,1.944824,0.004944,0.740234,500b,pygame
1.425381,2.887146,1.991699,0.004944,0.787537,500b,pygame
1.527200,3.096802,2.057861,0.004944,0.847229,500b,pygame
1.400587,2.873352,1.971313,0.004944,0.777832,500b,pygame
1.350108,3.012817,2.005798,0.004944,0.760620,500b,pygame
1.424759,2.994690,2.031921,0.004944,0.791016,500b,pygame
1.629706,3.391113,2.267395,0.004944,0.906799,500b,pygame
1.428328,3.052612,2.052063,0.004944,0.800110,500b,pygame
1.326202,2.949341,2.033020,0.004944,0.746460,500b,pygame
1.531201,3.117676,2.128906,0.004944,0.849548,500b,pygame
1.257711,2.732422,1.856079,0.004944,0.701477,500b,pygame
1.375677,2.971985,2.082520,0.004944,0.770874,500b,pygame
1.344990,2.842346,1.919128,0.004944,0.750977,500b,pygame
1.527285,3.051086,2.067017,0.004944,0.850037,500b,pygame
1.326353,2.879578,1.905273,0.004944,0.738525,500b,pygame
1.423355,2.795593,1.869934,0.004944,0.784729,500b,pygame
1.323231,2.614807,1.769897,0.004944,0.732666,500b,pygame
1.426713,2.935608,2.060059,0.004944,0.794617,500b,pygame
1.423161,2.871460,1.912720,0.004944,0.790100,500b,pygame
1.424953,2.733643,1.868286,0.004944,0.786804,500b,pygame
1.322735,2.695435,1.839661,0.004944,0.739075,500b,pygame
1.320853,2.649963,1.818604,0.004944,0.732056,500b,pygame
1.429041,2.932739,2.003052,0.004944,0.794983,500b,pygame
1.427510,2.839600,1.958862,0.004944,0.791138,500b,pygame
1.320564,2.872803,1.912659,0.003845,0.746094,500b,pygame
1.423122,2.810913,1.921021,0.003845,0.790405,500b,pygame
1.424981,2.831726,1.876892,0.003845,0.794312,500b,pygame
1.425426,2.734741,1.861633,0.003845,0.785828,500b,pygame
1.323509,2.816101,1.939026,0.003845,0.740906,500b,pygame
1.301468,2.400146,1.549316,0.003845,0.717163,500b,pygame
1.425306,2.912292,1.908386,0.003845,0.788330,500b,pygame
1.322682,2.648254,1.830383,0.003845,0.734253,500b,pygame
1.424528,2.851379,1.913757,0.003845,0.789978,500b,pygame
1.425020,2.775757,1.871887,0.003845,0.785461,500b,pygame
1.425485,3.062866,2.115417,0.003845,0.811890,500b,pygame
1.322977,2.640381,1.812134,0.003845,0.734619,500b,pygame
1.326268,2.731506,1.834290,0.003845,0.738647,500b,pygame
1.527958,3.143311,2.136169,0.003845,0.868164,500b,pygame
1.425314,2.912048,1.997986,0.003845,0.791504,500b,pygame
1.121076,2.467346,1.742676,0.003845,0.631287,500b,pygame
1.425690,2.752258,1.871399,0.003845,0.791565,500b,pygame
1.322693,2.695984,1.884827,0.003845,0.733582,500b,pygame
1.326281,2.705627,1.846985,0.003845,0.735535,500b,pygame
1.320499,2.597168,1.763489,0.003845,0.729248,500b,pygame
1.323343,2.742615,1.863403,0.003845,0.735840,500b,pygame
1.425116,2.825134,1.981140,0.003845,0.791748,500b,pygame
1.320782,2.662781,1.777832,0.003845,0.731934,500b,pygame
1.426218,2.951172,2.079285,0.003845,0.793457,500b,pygame
1.425729,2.879028,1.961487,0.003845,0.787964,500b,pygame
1.317076,2.587708,1.780273,0.003845,0.731201,500b,pygame
1.426459,2.852722,1.915039,0.003845,0.785645,500b,pygame
1.322807,2.655701,1.832642,0.003845,0.740417,500b,pygame
2.551884,8.345642,6.137939,0.092468,1.601929,256Kb,pygame
3.268743,9.294556,6.724792,0.068604,1.965332,256Kb,pygame
2.041247,5.214539,3.552612,0.061890,1.264526,256Kb,pygame
1.936194,4.547913,2.869263,0.078613,1.234802,256Kb,pygame
2.040271,4.611938,2.908386,0.058228,1.249390,256Kb,pygame
1.836942,4.360718,2.840271,0.077820,1.173828,256Kb,pygame
1.946258,4.468079,2.901978,0.063477,1.194214,256Kb,pygame
1.934047,4.384705,2.814575,0.055420,1.194092,256Kb,pygame
1.938022,4.742615,3.031433,0.067383,1.213989,256Kb,pygame
2.143755,4.780945,3.039917,0.069275,1.315063,256Kb,pygame
2.037805,4.806763,3.085571,0.058350,1.256836,256Kb,pygame
2.039156,4.638611,2.968018,0.058105,1.247253,256Kb,pygame
2.138127,5.107117,3.373474,0.087341,1.366028,256Kb,pygame
2.039787,4.648987,2.964478,0.056885,1.248779,256Kb,pygame
1.732421,5.023438,3.381714,0.095154,1.162720,256Kb,pygame
1.937806,4.204712,2.692322,0.065491,1.181213,256Kb,pygame
2.139615,5.038452,3.168396,0.079590,1.378540,256Kb,pygame
2.449963,5.143066,3.267334,0.061279,1.479187,256Kb,pygame
2.237013,4.926758,3.082336,0.083191,1.407593,256Kb,pygame
1.943430,4.410583,2.851807,0.058594,1.200256,256Kb,pygame
2.038655,4.630554,2.986877,0.079041,1.293945,256Kb,pygame
2.101976,4.663635,2.907288,0.057556,1.283020,256Kb,pygame
3.003208,6.043274,3.751038,0.068176,1.770996,256Kb,pygame
2.255748,4.941406,3.156372,0.067261,1.388123,256Kb,pygame
2.843989,5.162109,3.277832,0.034729,1.628174,256Kb,pygame
2.346260,4.759216,3.098694,0.044312,1.400513,256Kb,pygame
2.140117,4.186707,2.763672,0.023132,1.242249,256Kb,pygame
1.937340,4.101013,2.656799,0.041260,1.170776,256Kb,pygame
2.755008,5.063843,3.233643,0.020508,1.570129,256Kb,pygame
1.632038,3.967651,2.674866,0.053589,1.043030,256Kb,pygame
2.347686,4.385925,2.803833,0.022705,1.341858,256Kb,pygame
2.141707,4.417175,2.842285,0.046631,1.284912,256Kb,pygame
2.242993,4.410034,2.869202,0.021484,1.280151,256Kb,pygame
1.850603,4.087646,2.708313,0.041992,1.132324,256Kb,pygame
2.024674,4.233398,2.725830,0.035339,1.191406,256Kb,pygame
2.145818,4.371094,2.855225,0.046265,1.291992,256Kb,pygame
2.039995,4.099487,2.636475,0.024719,1.184448,256Kb,pygame
1.858104,4.089233,2.681458,0.041809,1.130798,256Kb,pygame
1.910956,3.797058,2.500610,0.019836,1.106689,256Kb,pygame
2.017904,4.457397,2.967163,0.040405,1.244629,256Kb,pygame
2.163008,4.568176,2.957214,0.054688,1.320557,256Kb,pygame
