duration_seconds,cpu0_package_joules,cpu0_core_joules,cpu0_uncore_joules,cpu0_dram_joules,image,library
1.936766,3.968506,2.611389,0.023865,1.127319,256Kb,pygame
2.242575,4.334534,2.753784,0.022583,1.282288,256Kb,pygame
3.269277,5.981750,3.780823,0.044006,1.899597,256Kb,pygame
2.043285,4.077209,2.665710,0.021057,1.175659,256Kb,pygame
2.141002,4.227295,2.780762,0.039917,1.278503,256Kb,pygame
2.040286,4.043640,2.639038,0.021973,1.176636,256Kb,pygame
2.042503,4.195984,2.766541,0.041443,1.226257,256Kb,pygame
1.939164,3.870544,2.598022,0.021423,1.124878,256Kb,pygame
2.042419,4.178406,2.738831,0.042847,1.231995,256Kb,pygame
2.141565,4.130310,2.702881,0.020752,1.236633,256Kb,pygame
2.043446,4.226013,2.783630,0.042786,1.227661,256Kb,pygame
1.835331,3.857666,2.542603,0.035095,1.094238,256Kb,pygame
2.141274,4.466797,2.928894,0.043396,1.290222,256Kb,pygame
1.936777,4.014954,2.668030,0.023315,1.121338,256Kb,pygame
2.141823,4.256348,2.775208,0.041565,1.276428,256Kb,pygame
1.937086,3.955627,2.579590,0.022644,1.121826,256Kb,pygame
1.834011,3.941162,2.619995,0.041748,1.126526,256Kb,pygame
2.347388,4.351624,2.835815,0.020874,1.344116,256Kb,pygame
2.039219,4.217346,2.757996,0.040222,1.220703,256Kb,pygame
2.143021,4.095642,2.695007,0.021057,1.230530,256Kb,pygame
1.936159,3.940857,2.563904,0.021912,1.125732,256Kb,pygame
2.242152,4.398499,2.884094,0.042969,1.330811,256Kb,pygame
2.142408,4.083679,2.721619,0.021118,1.230530,256Kb,pygame
2.858948,5.074341,3.261169,0.020020,1.618713,256Kb,pygame
1.937307,4.066956,2.696228,0.043213,1.173462,256Kb,pygame
1.834672,3.905762,2.543701,0.035950,1.096680,256Kb,pygame
2.242503,4.499390,2.915833,0.043579,1.339966,256Kb,pygame
2.240362,4.205627,2.717468,0.023071,1.286377,256Kb,pygame
2.143317,4.367065,2.912903,0.039795,1.281555,256Kb,pygame
2.244597,4.546509,3.010742,0.020264,1.317688,256Kb,pygame
1.935911,3.717590,2.461853,0.020264,1.066956,256Kb,pygame
2.341971,4.133911,2.700195,0.020264,1.291748,256Kb,pygame
2.140977,3.927002,2.602173,0.020264,1.182678,256Kb,pygame
2.243756,4.083130,2.685913,0.020264,1.234558,256Kb,pygame
2.140903,4.002075,2.600830,0.020264,1.178955,256Kb,pygame
1.937514,3.887756,2.616882,0.020264,1.073425,256Kb,pygame
2.830771,4.393433,2.919128,0.020264,1.242310,256Kb,pygame
2.244362,4.107239,2.689270,0.020264,1.228943,256Kb,pygame
1.732892,3.465820,2.353577,0.020264,0.964600,256Kb,pygame
2.241884,4.325256,2.799561,0.014465,1.254883,256Kb,pygame
2.141883,3.937561,2.628723,0.014465,1.178345,256Kb,pygame
2.142343,4.088928,2.722778,0.014465,1.185486,256Kb,pygame
1.939501,3.875916,2.589722,0.014465,1.080322,256Kb,pygame
2.140795,3.941040,2.613281,0.014465,1.171204,256Kb,pygame
2.145714,4.120300,2.742310,0.014465,1.186340,256Kb,pygame
2.243105,4.278687,2.762817,0.013672,1.251648,256Kb,pygame
2.039315,3.962341,2.635864,0.013672,1.140259,256Kb,pygame
2.141132,4.103943,2.760742,0.013672,1.193176,256Kb,pygame
2.244911,4.278198,2.758484,0.013672,1.246948,256Kb,pygame
2.141552,3.957886,2.583496,0.013672,1.190125,256Kb,pygame
2.142192,4.017639,2.682129,0.013672,1.181030,256Kb,pygame
1.835261,3.876404,2.565002,0.014465,1.049438,256Kb,pygame
2.140980,4.029663,2.692932,0.014465,1.196045,256Kb,pygame
2.040211,3.886780,2.587158,0.014465,1.130798,256Kb,pygame
2.234669,4.651855,3.156494,0.014465,1.237305,256Kb,pygame
2.140329,3.854675,2.547363,0.014465,1.178528,256Kb,pygame
1.937538,3.937439,2.583191,0.004578,1.100647,256Kb,pygame
1.938075,3.872803,2.536438,0.003967,1.087402,256Kb,pygame
1.938384,3.702820,2.472412,0.003967,1.070374,256Kb,pygame
1.735344,4.350098,2.887756,0.077759,1.129333,256Kb,wand
2.350231,8.180481,6.042114,0.068726,1.540955,256Kb,wand
2.445575,5.519836,3.524780,0.101746,1.558899,256Kb,wand
2.040521,4.668518,2.990295,0.062805,1.248718,256Kb,wand
1.930298,6.742188,5.028442,0.075562,1.282898,256Kb,wand
1.936684,4.182556,2.690613,0.058411,1.182434,256Kb,wand
1.835735,4.271606,2.765381,0.076660,1.172852,256Kb,wand
2.637042,5.244019,3.213684,0.066345,1.570679,256Kb,wand
1.954831,4.389954,2.765137,0.078796,1.242432,256Kb,wand
1.936567,4.651489,3.058533,0.067139,1.212524,256Kb,wand
1.939746,4.660522,3.114014,0.075867,1.221375,256Kb,wand
1.934347,5.413635,3.680664,0.069641,1.216309,256Kb,wand
1.932143,4.508728,2.785339,0.080627,1.232788,256Kb,wand
1.732684,4.546875,3.001892,0.067932,1.097412,256Kb,wand
1.859346,4.321228,2.777039,0.060913,1.160217,256Kb,wand
2.117470,4.489502,2.887817,0.058228,1.273438,256Kb,wand
1.732204,4.056580,2.683228,0.051758,1.071045,256Kb,wand
2.244276,4.914368,3.103455,0.088501,1.406006,256Kb,wand
1.835793,4.029907,2.600830,0.057068,1.130859,256Kb,wand
1.835165,4.213440,2.755920,0.080994,1.173645,256Kb,wand
1.833517,3.909180,2.513123,0.056396,1.110779,256Kb,wand
2.141638,4.834534,3.100769,0.091309,1.357117,256Kb,wand
1.952464,4.213440,2.646729,0.057251,1.191406,256Kb,wand
2.330864,5.021423,3.189758,0.090515,1.457458,256Kb,wand
1.834853,4.415222,2.865662,0.068542,1.155762,256Kb,wand
1.833832,4.017334,2.662903,0.055481,1.145447,256Kb,wand
2.142279,4.255493,2.820374,0.022095,1.252808,256Kb,wand
2.039754,4.477722,2.904785,0.041077,1.237671,256Kb,wand
2.136036,4.048706,2.666077,0.020996,1.228943,256Kb,wand
2.244696,4.686707,3.026428,0.041870,1.346436,256Kb,wand
2.029411,4.039612,2.609436,0.019470,1.177917,256Kb,wand
1.937634,3.989868,2.714050,0.022278,1.133362,256Kb,wand
1.628958,3.469604,2.289978,0.020752,0.958496,256Kb,wand
1.834990,3.731506,2.473022,0.019836,1.066406,256Kb,wand
2.961110,5.554016,3.567627,0.040833,1.721497,256Kb,wand
1.861962,3.975403,2.662598,0.020386,1.088806,256Kb,wand
2.219215,4.270813,2.805725,0.021790,1.269470,256Kb,wand
1.835367,3.795959,2.533997,0.020447,1.072144,256Kb,wand
2.142340,4.442078,2.964600,0.035645,1.257812,256Kb,wand
1.936895,4.135437,2.758972,0.023804,1.136597,256Kb,wand
1.932645,3.944031,2.618652,0.046997,1.169373,256Kb,wand
2.038959,3.905701,2.599365,0.021545,1.174927,256Kb,wand
2.018847,3.987061,2.501099,0.039429,1.210754,256Kb,wand
1.936556,3.935120,2.645264,0.020996,1.131409,256Kb,wand
1.940514,4.140930,2.800842,0.041504,1.181030,256Kb,wand
1.938997,3.857910,2.526184,0.021545,1.120911,256Kb,wand
2.037053,4.056091,2.693970,0.042664,1.217957,256Kb,wand
1.923335,3.649841,2.382141,0.020142,1.115601,256Kb,wand
1.629203,3.584656,2.409241,0.042786,1.006958,256Kb,wand
4.088468,7.458923,4.816956,0.041382,2.369751,256Kb,wand
1.732078,3.981201,2.795349,0.020203,1.019287,256Kb,wand
2.041196,3.930664,2.635437,0.022095,1.183533,256Kb,wand
2.243703,4.548096,3.000000,0.040771,1.329163,256Kb,wand
1.938367,3.828857,2.524719,0.020386,1.120361,256Kb,wand
1.937419,4.406616,3.102783,0.039673,1.188904,256Kb,wand
1.938023,3.790649,2.508240,0.021179,1.126770,256Kb,wand
2.040026,4.186096,2.754456,0.042175,1.227051,256Kb,wand
2.039716,3.925232,2.585876,0.020386,1.184021,256Kb,wand
2.144170,4.181274,2.778137,0.041077,1.278931,256Kb,wand
2.037393,4.067749,2.672607,0.022461,1.179321,256Kb,wand
2.143459,4.248779,2.837769,0.043274,1.284424,256Kb,wand
1.833667,3.604553,2.432678,0.020081,1.064209,256Kb,wand
2.665921,5.015747,3.240723,0.041748,1.559326,256Kb,wand
1.926688,3.762939,2.533020,0.021118,1.125061,256Kb,wand
2.340218,4.565918,2.907349,0.042297,1.383728,256Kb,wand
2.148997,4.284790,2.828918,0.036621,1.262512,256Kb,wand
1.733025,3.738464,2.499573,0.046448,1.065491,256Kb,wand
2.772218,5.129395,3.271179,0.039124,1.594238,256Kb,wand
1.723324,3.805481,2.536621,0.044983,1.064758,256Kb,wand
1.735017,3.768433,2.648865,0.023010,1.016663,256Kb,wand
1.834724,3.882629,2.612488,0.041504,1.113098,256Kb,wand
1.831205,3.865051,2.505371,0.036560,1.087708,256Kb,wand
2.041559,4.016357,2.670288,0.022278,1.185791,256Kb,wand
2.038375,4.002502,2.627136,0.022156,1.170654,256Kb,wand
1.935921,3.934143,2.565918,0.023254,1.126953,256Kb,wand
1.938011,4.330322,2.902710,0.056213,1.198425,256Kb,wand
1.848524,3.790649,2.548096,0.023254,1.081482,256Kb,wand
2.133420,4.662476,3.080139,0.049255,1.285767,256Kb,wand
2.039773,4.095520,2.758301,0.021484,1.184570,256Kb,wand
2.244473,4.543152,2.970154,0.042053,1.338013,256Kb,wand
2.141790,4.273438,2.859192,0.021240,1.249939,256Kb,wand
1.835547,3.919006,2.632629,0.040405,1.117859,256Kb,wand
1.834891,3.840637,2.559753,0.020264,1.069214,256Kb,wand
2.347004,4.967834,3.240967,0.042236,1.402100,256Kb,wand
2.142737,4.166443,2.731262,0.021851,1.228577,256Kb,wand
2.756588,5.359314,3.442383,0.041443,1.614380,256Kb,wand
1.630642,3.456421,2.323669,0.021423,0.959229,256Kb,wand
2.958929,5.430054,3.523743,0.041809,1.719177,256Kb,wand
2.040578,4.187500,2.748779,0.021179,1.178650,256Kb,wand
1.730430,3.798279,2.541199,0.040527,1.064453,256Kb,wand
2.038549,4.079590,2.729309,0.020752,1.181335,256Kb,wand
1.937467,4.293884,2.805298,0.041138,1.181458,256Kb,wand
2.039788,4.233154,2.832397,0.019897,1.189758,256Kb,wand
1.937142,4.246765,2.822388,0.062439,1.203064,256Kb,wand
2.141838,4.331726,2.786926,0.024353,1.236145,256Kb,wand
1.629788,3.718201,2.469421,0.041504,1.017212,256Kb,wand
2.039911,4.230835,2.772705,0.036255,1.204224,256Kb,wand
1.726995,3.925415,2.539246,0.044189,1.062378,256Kb,wand
1.837317,3.836243,2.547241,0.022949,1.074585,256Kb,wand
1.827717,3.508728,2.310059,0.020874,1.067139,256Kb,wand
1.931574,4.474548,2.871826,0.061951,1.205811,256Kb,opencv
2.142441,4.324646,2.751404,0.011658,1.234070,256Kb,opencv
1.938239,3.935547,2.563171,0.017395,1.119873,256Kb,opencv
1.936793,3.941895,2.554138,0.013611,1.121948,256Kb,opencv
2.240040,4.729248,3.122620,0.018433,1.276245,256Kb,opencv
1.928597,3.819397,2.346741,0.013000,1.114746,256Kb,opencv
2.139810,4.144897,2.652344,0.014343,1.226562,256Kb,opencv
1.838425,3.889526,2.511902,0.014099,1.069214,256Kb,opencv
1.832263,3.760803,2.417419,0.014709,1.050842,256Kb,opencv
1.733993,3.619812,2.316040,0.018738,1.014771,256Kb,opencv
1.835070,3.725037,2.363159,0.013977,1.061340,256Kb,opencv
1.937040,3.824951,2.417480,0.018066,1.121521,256Kb,opencv
2.044030,4.080688,2.645447,0.015625,1.174805,256Kb,opencv
2.448913,4.673218,2.958130,0.017700,1.406433,256Kb,opencv
1.975708,3.928833,2.525208,0.013306,1.131470,256Kb,opencv
2.210234,4.425110,2.890320,0.016724,1.273132,256Kb,opencv
1.836551,3.573669,2.301636,0.012024,1.053711,256Kb,opencv
1.937404,3.773926,2.424866,0.013000,1.109802,256Kb,opencv
1.639765,3.384949,2.251404,0.013977,0.951111,256Kb,opencv
2.138919,4.186340,2.686707,0.019897,1.231140,256Kb,opencv
1.732703,3.654053,2.429443,0.017151,1.026367,256Kb,opencv
2.039796,3.942444,2.517639,0.015198,1.164856,256Kb,opencv
2.038707,3.894592,2.481201,0.014893,1.164368,256Kb,opencv
1.733122,3.554932,2.348206,0.012756,1.008789,256Kb,opencv
1.834975,3.682007,2.416687,0.013916,1.056519,256Kb,opencv
1.833763,3.659424,2.351624,0.013672,1.056641,256Kb,opencv
1.938427,3.712219,2.489197,0.013672,1.080627,256Kb,opencv
1.849467,3.438965,2.294556,0.013672,1.024475,256Kb,opencv
1.923899,3.566528,2.393066,0.013672,1.065735,256Kb,opencv
1.937349,3.607788,2.372681,0.003296,1.082458,256Kb,opencv
1.933426,3.783691,2.561829,0.003296,1.074707,256Kb,opencv
1.937853,3.648926,2.392578,0.003296,1.076355,256Kb,opencv
1.834941,3.528198,2.371094,0.003296,1.025024,256Kb,opencv
2.038199,3.660156,2.409546,0.003296,1.126953,256Kb,opencv
1.937523,3.669556,2.415649,0.003296,1.076233,256Kb,opencv
1.940230,3.573669,2.406433,0.003296,1.078430,256Kb,opencv
2.348435,4.147034,2.734436,0.003296,1.291565,256Kb,opencv
1.838313,3.545105,2.410767,0.003296,1.017212,256Kb,opencv
2.154140,3.987732,2.695190,0.003296,1.190186,256Kb,opencv
1.718904,3.380249,2.265076,0.003296,0.960938,256Kb,opencv
1.835129,3.487488,2.289307,0.005249,1.035950,256Kb,opencv
1.832892,3.453003,2.335876,0.005249,1.018677,256Kb,opencv
2.248695,4.009766,2.643311,0.005249,1.233704,256Kb,opencv
2.347666,4.269470,2.816406,0.005249,1.310913,256Kb,opencv
1.732478,3.501831,2.444519,0.004883,0.978516,256Kb,opencv
5.522431,8.591614,5.367615,0.004883,2.998291,256Kb,opencv
1.833830,3.507812,2.380005,0.004883,1.022522,256Kb,opencv
1.835829,3.442810,2.300781,0.004883,1.012390,256Kb,opencv
1.834691,3.633545,2.429443,0.004395,1.031982,256Kb,opencv
1.964883,3.696289,2.500610,0.004395,1.090881,256Kb,opencv
2.126468,3.863098,2.548218,0.004395,1.175720,256Kb,opencv
2.341024,4.162598,2.694336,0.004395,1.289429,256Kb,opencv
2.606181,4.523132,2.958435,0.004395,1.433350,256Kb,opencv
2.088283,3.799622,2.488525,0.004395,1.146423,256Kb,opencv
2.651551,4.534668,2.940491,0.004395,1.456299,256Kb,opencv
1.937362,3.421936,2.275330,0.004395,1.070801,256Kb,opencv
4.087981,6.482971,4.087524,0.004395,2.228210,256Kb,opencv
2.037483,3.678955,2.458496,0.004395,1.118042,256Kb,opencv
1.935665,3.629089,2.419373,0.004395,1.072021,256Kb,opencv
1.937294,3.602051,2.382874,0.004395,1.067810,256Kb,opencv
1.833965,3.442078,2.331421,0.004395,1.007019,256Kb,opencv
2.141301,3.915955,2.605713,0.004395,1.178101,256Kb,opencv
1.836204,3.441589,2.284668,0.004395,1.018555,256Kb,opencv
1.835048,3.522217,2.384644,0.004395,1.006714,256Kb,opencv
2.141859,3.937927,2.588867,0.004395,1.186340,256Kb,opencv
2.039334,3.777588,2.478149,0.004395,1.125610,256Kb,opencv
3.368965,5.489685,3.446716,0.003540,1.851807,256Kb,opencv
1.933767,3.494385,2.266663,0.003540,1.066101,256Kb,opencv
1.731821,3.276306,2.214966,0.003540,0.960999,256Kb,opencv
2.859001,4.863892,3.130859,0.003540,1.570862,256Kb,opencv
2.651538,4.541565,2.937500,0.003540,1.451172,256Kb,opencv
1.835073,3.434143,2.320190,0.003540,1.017761,256Kb,opencv
3.985364,6.726318,4.165283,0.007690,2.206970,256Kb,opencv
2.039798,3.722778,2.517029,0.007690,1.132996,256Kb,opencv
2.047824,3.943115,2.652771,0.007690,1.154175,256Kb,opencv
2.037593,3.608704,2.368164,0.007690,1.118958,256Kb,opencv
2.039477,3.899597,2.691406,0.007690,1.132751,256Kb,opencv
1.955910,6.733337,5.352905,0.007690,1.203125,256Kb,opencv
2.125919,7.249573,5.693909,0.007690,1.270020,256Kb,opencv
2.039714,4.122986,2.837830,0.007690,1.144653,256Kb,opencv
4.804448,7.777771,4.928650,0.007690,2.613037,256Kb,opencv
1.937071,3.769653,2.567261,0.007690,1.073975,256Kb,opencv
1.732323,3.378235,2.321533,0.007690,0.959717,256Kb,opencv
2.039046,3.688965,2.417603,0.007690,1.125671,256Kb,opencv
2.142284,3.881653,2.584473,0.007690,1.186279,256Kb,opencv
2.415609,4.257446,2.740784,0.007690,1.320923,256Kb,opencv
1.867572,3.509094,2.325867,0.007690,1.037598,256Kb,opencv
2.346990,4.034363,2.629944,0.007690,1.283752,256Kb,opencv
1.939341,3.556213,2.357971,0.007690,1.068848,256Kb,opencv
2.039413,3.732239,2.463135,0.007690,1.122131,256Kb,opencv
2.038026,3.581543,2.345276,0.007690,1.113647,256Kb,opencv
2.039690,3.785950,2.482422,0.007690,1.132935,256Kb,opencv
2.344240,4.051514,2.576843,0.005005,1.301208,256Kb,opencv
2.144254,3.856140,2.525513,0.005005,1.181519,256Kb,opencv
1.732314,3.221008,2.157715,0.005005,0.957764,256Kb,opencv
1.938245,3.658813,2.456543,0.005005,1.093567,256Kb,opencv
1.937901,3.565369,2.375977,0.005005,1.065186,256Kb,opencv
1.944330,3.617004,2.413269,0.005005,1.081665,256Kb,opencv
1.876053,3.542542,2.388123,0.005005,1.036621,256Kb,opencv
1.890619,3.503357,2.306152,0.005005,1.050781,256Kb,opencv
2.328095,5.844971,3.907288,0.108704,1.523071,256Kb,pillow
2.473911,5.189880,3.316406,0.063232,1.489380,256Kb,pillow
1.833184,4.218018,2.677246,0.057373,1.136719,256Kb,pillow
5.105141,19.712646,14.942993,0.219116,3.447266,256Kb,pillow
2.243419,5.732788,3.644287,0.102844,1.483704,256Kb,pillow
3.268697,6.448364,3.962524,0.068970,1.938660,256Kb,pillow
1.835076,4.167358,2.756042,0.066956,1.136292,256Kb,pillow
1.941606,4.294067,2.760925,0.092224,1.237610,256Kb,pillow
1.731599,4.171753,2.788452,0.044739,1.057190,256Kb,pillow
2.141488,4.627319,2.970764,0.076599,1.320923,256Kb,pillow
2.039534,4.519958,2.916504,0.082825,1.295044,256Kb,pillow
1.932143,4.494690,2.932495,0.059631,1.207153,256Kb,pillow
1.822379,4.069519,2.591553,0.078552,1.166870,256Kb,pillow
2.040950,4.268921,2.742432,0.057800,1.237488,256Kb,pillow
2.334571,4.815247,2.972107,0.085449,1.452271,256Kb,pillow
2.961436,5.534973,3.425110,0.065308,1.743408,256Kb,pillow
1.834042,4.123779,2.665710,0.058289,1.130554,256Kb,pillow
2.047272,4.325806,2.764221,0.061218,1.240173,256Kb,pillow
2.645612,5.442688,3.391663,0.062927,1.586182,256Kb,pillow
2.349286,4.959839,3.161865,0.068237,1.435486,256Kb,pillow
1.721114,3.926086,2.481873,0.062317,1.085449,256Kb,pillow
1.838670,4.148743,2.613892,0.078552,1.172974,256Kb,pillow
2.135305,4.923401,3.311829,0.021912,1.226379,256Kb,pillow
1.934766,3.804626,2.472656,0.021179,1.117249,256Kb,pillow
2.041822,4.296692,2.865967,0.041138,1.229370,256Kb,pillow
1.730175,3.459656,2.306213,0.020691,1.007935,256Kb,pillow
1.631449,3.770020,2.526062,0.044006,1.009155,256Kb,pillow
1.731772,4.258606,3.106262,0.019897,1.033020,256Kb,pillow
2.012052,3.729797,2.375977,0.040588,1.205139,256Kb,pillow
2.143098,4.192993,2.697815,0.020447,1.238525,256Kb,pillow
2.039687,4.260254,2.807556,0.042480,1.226624,256Kb,pillow
2.035294,4.573547,3.172607,0.020569,1.196228,256Kb,pillow
1.930680,3.947327,2.544617,0.042725,1.158630,256Kb,pillow
1.634131,3.453308,2.295349,0.022156,0.961487,256Kb,pillow
2.245733,4.455078,2.910706,0.021301,1.294434,256Kb,pillow
1.939849,4.554382,3.170959,0.039307,1.192200,256Kb,pillow
2.041148,5.184387,3.516174,0.021423,1.178650,256Kb,pillow
1.833040,3.831360,2.540283,0.042297,1.111389,256Kb,pillow
1.835677,3.715332,2.467163,0.022766,1.066833,256Kb,pillow
1.834043,3.935913,2.605469,0.042175,1.116455,256Kb,pillow
1.731536,3.579163,2.415344,0.020813,1.017822,256Kb,pillow
2.245215,4.517090,2.939636,0.041016,1.336609,256Kb,pillow
2.142123,4.129944,2.662720,0.019958,1.226135,256Kb,pillow
2.142571,4.218994,2.745544,0.040039,1.287231,256Kb,pillow
2.243582,4.224854,2.730164,0.021423,1.280212,256Kb,pillow
2.140980,4.358215,2.878479,0.041443,1.276001,256Kb,pillow
2.245786,4.296265,2.822693,0.020935,1.296326,256Kb,pillow
1.834399,4.085144,2.723328,0.056030,1.142700,256Kb,pillow
1.937694,4.190552,2.796936,0.036377,1.157349,256Kb,pillow
2.246782,4.445190,2.974487,0.022766,1.320068,256Kb,pillow
1.835948,3.830444,2.485168,0.037598,1.096191,256Kb,pillow
2.034917,4.213135,2.778931,0.044189,1.236450,256Kb,pillow
2.142208,4.361877,2.909851,0.045898,1.292480,256Kb,pillow
2.656280,4.871948,3.183411,0.021912,1.512878,256Kb,pillow
3.162720,5.291992,3.357300,0.022156,1.779907,256Kb,pillow
2.141189,4.259583,2.773376,0.041748,1.287292,256Kb,pillow
1.931549,3.679321,2.433960,0.022095,1.122620,256Kb,pillow
1.834600,3.837769,2.589294,0.041687,1.120911,256Kb,pillow
2.452865,4.468567,2.945984,0.021667,1.401611,256Kb,pillow
1.808401,3.845825,2.568298,0.041199,1.104919,256Kb,pillow
2.681294,4.934814,3.194885,0.043152,1.567505,256Kb,pillow
1.935172,4.011658,2.687195,0.041992,1.169800,256Kb,pillow
2.113732,4.036743,2.547913,0.035339,1.235291,256Kb,pillow
1.724249,3.907288,2.673340,0.044006,1.081665,256Kb,pillow
1.937923,3.833679,2.568420,0.024231,1.126343,256Kb,pillow
1.937222,3.936279,2.578918,0.042358,1.168152,256Kb,pillow
1.733149,3.653503,2.436035,0.022400,1.022095,256Kb,pillow
1.766680,4.099670,2.763428,0.056885,1.113770,256Kb,pillow
1.897729,4.024719,2.636414,0.038391,1.125244,256Kb,pillow
1.937069,3.922913,2.662415,0.022400,1.137573,256Kb,pillow
1.889372,5.334900,3.853516,0.061523,1.206909,256Kb,pillow
2.088181,4.414062,2.917114,0.046021,1.263184,256Kb,pillow
2.242779,4.386719,2.910278,0.044617,1.344788,256Kb,pillow
1.629314,3.353882,2.252258,0.020386,0.953674,256Kb,pillow
1.932576,4.388977,3.048645,0.041870,1.212769,256Kb,pillow
2.039386,3.961609,2.635254,0.020813,1.180481,256Kb,pillow
2.039364,4.222107,2.745667,0.041138,1.220398,256Kb,pillow
1.937502,3.761353,2.510071,0.021423,1.121887,256Kb,pillow
1.833623,4.066528,2.715454,0.041992,1.120544,256Kb,pillow
1.938429,4.144592,2.681580,0.036133,1.148132,256Kb,pillow
1.730787,3.818665,2.571289,0.039185,1.042480,256Kb,pillow
2.038873,4.641541,3.016235,0.074097,1.284363,256Kb,pillow
1.938216,3.936035,2.594910,0.024841,1.121643,256Kb,pillow
1.937743,4.123474,2.778992,0.043701,1.182739,256Kb,pillow
1.927729,3.931641,2.591370,0.021118,1.124023,256Kb,pillow
1.834333,4.181824,2.770020,0.056702,1.143982,256Kb,pillow
1.730910,3.502747,2.342163,0.022766,1.015503,256Kb,pillow
1.937609,5.400452,3.903870,0.043091,1.218384,256Kb,pillow
1.836132,10.863098,8.936035,0.100647,1.468323,256Kb,pillow
1.826932,4.343384,2.978821,0.041992,1.132141,256Kb,pillow
1.835993,4.144714,2.788879,0.039856,1.123047,256Kb,pillow
1.938000,4.745728,3.328369,0.019287,1.137268,256Kb,pillow
2.657239,5.553345,3.665466,0.055420,1.593689,256Kb,pillow
2.325946,5.157715,3.409119,0.052429,1.404907,256Kb,pillow
1.756315,3.900024,2.600037,0.042847,1.090149,256Kb,pillow
1.630460,3.540405,2.408508,0.022766,0.967468,256Kb,pillow
2.651979,5.238464,3.367920,0.042358,1.570190,256Kb,pillow
1.938182,3.786133,2.462891,0.021301,1.127747,256Kb,pillow
2.244768,4.436218,2.881775,0.039795,1.339111,256Kb,pillow
2.029792,3.900635,2.460632,0.022583,1.173218,256Kb,pillow
10.434309,28.270203,19.430542,0.136963,6.304260,15Mb,opencv
12.588690,32.408081,22.043884,0.112000,7.506592,15Mb,opencv
10.893349,28.620178,19.580750,0.088379,6.553040,15Mb,opencv
11.822805,30.461487,20.699829,0.097412,7.072388,15Mb,opencv
11.767988,29.363892,20.315613,0.044617,6.851501,15Mb,opencv
8.896757,23.171509,16.394409,0.044617,5.097351,15Mb,opencv
10.552970,25.945190,18.095520,0.010071,6.027954,15Mb,opencv
12.277142,29.334961,20.395691,0.010071,7.071777,15Mb,opencv
12.377875,36.052246,26.672058,0.004883,7.287170,15Mb,opencv
11.362932,28.240479,19.870483,0.003052,6.581421,15Mb,opencv
15.548731,33.943237,23.231628,0.003052,8.841797,15Mb,opencv
8.594058,21.933533,15.561218,0.004761,4.892700,15Mb,opencv
17.219303,35.495544,24.004578,0.004761,9.760254,15Mb,opencv
13.882810,32.067749,22.240845,0.008850,7.957153,15Mb,opencv
10.641130,26.505066,18.730469,0.008850,6.105896,15Mb,opencv
9.211163,24.314880,17.318481,0.008850,5.349792,15Mb,opencv
7.569416,21.305237,15.245300,0.005310,4.420471,15Mb,opencv
9.006693,23.809875,16.882446,0.005310,5.285522,15Mb,opencv
8.043338,21.443359,15.167419,0.005310,4.670044,15Mb,opencv
7.831657,21.667358,15.484558,0.004822,4.577454,15Mb,opencv
8.135490,22.270691,15.948669,0.004822,4.687866,15Mb,opencv
7.780347,21.078796,15.035034,0.004822,4.519043,15Mb,opencv
8.615471,22.771973,16.101074,0.004822,4.956177,15Mb,opencv
8.074807,21.766541,15.428040,0.004395,4.732239,15Mb,opencv
13.001546,30.373047,21.184326,0.004395,7.434998,15Mb,opencv
7.564720,21.076416,15.097229,0.004395,4.408386,15Mb,opencv
8.293448,21.624939,15.409302,0.004395,4.798889,15Mb,opencv
11.145931,27.173218,19.158081,0.003906,6.406311,15Mb,opencv
10.634381,26.911438,19.123718,0.003906,6.163086,15Mb,opencv
10.639749,26.860962,18.963318,0.004700,6.168030,15Mb,opencv
11.052946,27.624756,19.565369,0.004700,6.384766,15Mb,opencv
12.277511,29.551331,20.622864,0.004700,7.016541,15Mb,opencv
10.948095,27.663513,19.473511,0.004700,6.317932,15Mb,opencv
9.788312,24.549255,17.227600,0.004700,5.588074,15Mb,opencv
15.080776,34.015686,23.181274,0.017090,8.597961,15Mb,opencv
11.591945,28.059509,19.641724,0.017090,6.661804,15Mb,opencv
9.586536,24.154297,16.982178,0.017090,5.575378,15Mb,opencv
8.797497,23.010742,16.284241,0.017090,5.122620,15Mb,opencv
8.900184,22.724121,16.084778,0.017090,5.093262,15Mb,opencv
10.440161,25.746460,18.125610,0.017090,6.029114,15Mb,opencv
11.050935,27.437317,19.393921,0.008972,6.364441,15Mb,opencv
10.031113,25.176392,17.908691,0.008972,5.771057,15Mb,opencv
7.021777,20.488586,14.876526,0.008972,4.112976,15Mb,opencv
8.954630,23.289246,16.521484,0.008972,5.203979,15Mb,opencv
14.206895,31.633972,21.578674,0.004822,8.120605,15Mb,opencv
10.023449,25.760864,18.160278,0.004822,5.797913,15Mb,opencv
8.899292,23.980103,17.068970,0.004456,5.162598,15Mb,opencv
8.593246,22.314880,15.788391,0.004456,4.993835,15Mb,opencv
9.207420,23.359985,16.444763,0.004456,5.337097,15Mb,opencv
10.843186,26.974304,19.000671,0.004456,6.275696,15Mb,opencv
9.999672,24.967773,17.486938,0.004456,5.729126,15Mb,opencv
6.983304,19.612915,13.977478,0.004456,4.095520,15Mb,opencv
9.308428,23.764160,16.711853,0.004456,5.407776,15Mb,opencv
11.461568,27.674316,19.306091,0.004089,6.593079,15Mb,opencv
