duration_seconds,cpu0_package_joules,cpu0_core_joules,cpu0_uncore_joules,cpu0_dram_joules,video,library
9.191500,26.302979,19.383789,0.004578,5.124939,540Kb,imageio
12.177483,31.409485,22.929932,0.004761,6.814453,540Kb,imageio
8.286076,24.767456,18.326782,0.004761,4.662720,540Kb,imageio
7.773114,23.660400,17.859924,0.004761,4.373291,540Kb,imageio
13.098281,32.117371,23.444031,0.004761,7.255859,540Kb,imageio
11.051378,28.789490,21.113831,0.004761,6.159729,540Kb,imageio
12.692411,33.864197,24.475647,0.004517,7.025208,540Kb,imageio
4.538903,9.957397,6.429626,0.081909,2.683655,36Kb,imageio
4.648485,10.763794,7.287842,0.038147,2.699402,36Kb,imageio
4.574434,9.403931,6.077515,0.032227,2.594482,36Kb,imageio
5.782557,11.876465,7.536987,0.052246,3.300720,36Kb,imageio
4.559725,9.540588,6.182251,0.037292,2.619080,36Kb,imageio
4.430096,9.206970,5.942688,0.034973,2.527771,36Kb,imageio
3.381869,7.645020,5.092041,0.026672,1.952820,36Kb,imageio
4.525053,9.352356,6.072571,0.031494,2.579407,36Kb,imageio
5.422937,11.740295,7.755554,0.043335,3.112000,36Kb,imageio
4.569164,9.264526,5.986694,0.038330,2.621643,36Kb,imageio
4.816042,9.686462,6.224487,0.033081,2.738586,36Kb,imageio
4.518653,8.578979,5.750916,0.033081,2.486511,36Kb,imageio
3.835969,7.800598,5.359131,0.033081,2.117310,36Kb,imageio
4.495846,8.546814,5.753296,0.033081,2.460876,36Kb,imageio
4.716682,8.987793,5.991089,0.033081,2.583984,36Kb,imageio
4.401851,9.380737,6.578613,0.033081,2.434814,36Kb,imageio
5.668309,10.515686,6.958618,0.005005,3.129395,36Kb,imageio
4.874599,9.067200,6.041016,0.005005,2.672424,36Kb,imageio
3.018074,6.625427,4.608643,0.005005,1.676453,36Kb,imageio
5.936807,11.042969,7.286316,0.005005,3.266541,36Kb,imageio
3.125581,7.005554,4.899231,0.005005,1.743347,36Kb,imageio
4.563382,8.804382,5.916138,0.005005,2.500977,36Kb,imageio
4.828947,10.202637,7.059265,0.005005,2.660217,36Kb,imageio
4.557132,8.955627,6.065857,0.005005,2.512939,36Kb,imageio
4.509207,8.614929,5.795654,0.005005,2.470276,36Kb,imageio
3.629576,7.385315,5.063416,0.005005,1.996155,36Kb,imageio
4.711425,8.917725,5.968933,0.005005,2.585999,36Kb,imageio
4.550790,8.958130,6.049316,0.005005,2.501770,36Kb,imageio
4.502082,8.561890,5.779785,0.005005,2.470398,36Kb,imageio
3.896279,7.856995,5.330627,0.005005,2.153503,36Kb,imageio
2.984951,7.922607,5.805847,0.005066,1.702881,36Kb,imageio
4.832765,9.194702,6.098389,0.005066,2.646240,36Kb,imageio
2.980504,6.647888,4.637268,0.005066,1.655273,36Kb,imageio
4.592362,8.762268,5.889832,0.005066,2.512329,36Kb,imageio
3.055198,6.888428,4.844666,0.005066,1.719177,36Kb,imageio
4.532708,8.762329,5.824097,0.005066,2.479736,36Kb,imageio
4.504028,8.689148,5.812317,0.005066,2.469238,36Kb,imageio
3.149986,6.989441,4.876953,0.005066,1.767456,36Kb,imageio
4.001664,8.805481,6.230896,0.005066,2.211975,36Kb,imageio
4.560176,8.790527,5.928467,0.005066,2.508301,36Kb,imageio
4.544546,8.772095,5.887024,0.005066,2.497925,36Kb,imageio
5.631553,10.314941,6.819336,0.005066,3.070618,36Kb,imageio
4.750027,9.175415,6.165771,0.005066,2.602478,36Kb,imageio
4.607052,8.886047,5.994812,0.005066,2.522583,36Kb,imageio
5.417547,9.820679,6.443970,0.004700,2.982422,36Kb,imageio
4.634028,9.635803,6.716370,0.004700,2.542053,36Kb,imageio
3.229976,7.071289,4.908142,0.004700,1.794128,36Kb,imageio
5.356450,9.744507,6.466431,0.004700,2.943237,36Kb,imageio
4.664036,8.877380,6.081421,0.004700,2.566711,36Kb,imageio
3.097542,6.982666,4.869385,0.004700,1.728333,36Kb,imageio
4.583739,8.703003,5.898499,0.004700,2.515381,36Kb,imageio
4.562872,8.689697,5.857971,0.004700,2.512451,36Kb,imageio
4.599482,8.571106,5.797119,0.004700,2.519592,36Kb,imageio
3.070889,7.606140,5.554199,0.004700,1.710876,36Kb,imageio
4.695720,8.773438,5.966858,0.004700,2.573181,36Kb,imageio
3.680847,7.531616,5.194336,0.004700,2.036011,36Kb,imageio
4.624988,15.444153,12.220032,0.004700,2.748230,36Kb,imageio
4.280931,8.800293,6.085083,0.004700,2.355652,36Kb,imageio
4.545643,9.203369,6.329041,0.005859,2.524780,36Kb,imageio
5.660360,10.355408,6.962158,0.005859,3.101685,36Kb,imageio
5.550975,11.124512,7.752686,0.005859,3.063232,36Kb,imageio
4.802179,8.868225,6.012451,0.005859,2.624634,36Kb,imageio
5.627764,10.275696,6.866821,0.005859,3.082764,36Kb,imageio
4.778530,8.933655,6.044189,0.005859,2.621704,36Kb,imageio
3.717249,7.646484,5.316833,0.005859,2.043945,36Kb,imageio
5.588914,10.025208,6.613281,0.005859,3.062744,36Kb,imageio
4.676425,8.902222,6.041443,0.005859,2.574707,36Kb,imageio
4.507656,9.560547,6.750183,0.005859,2.482727,36Kb,imageio
4.383236,8.517578,5.781494,0.005859,2.421631,36Kb,imageio
2.915853,7.063171,5.033997,0.005859,1.624084,36Kb,imageio
4.636422,8.904358,5.985840,0.003784,2.549438,36Kb,imageio
3.421428,7.167419,4.984375,0.003784,1.884094,36Kb,imageio
3.214365,6.829590,4.785400,0.003784,1.771484,36Kb,imageio
4.705027,9.107117,6.182617,0.003784,2.592102,36Kb,imageio
4.607745,8.843994,5.978271,0.003784,2.513000,36Kb,imageio
5.516929,11.140991,7.698364,0.003784,3.019836,36Kb,imageio
2.914739,6.685913,4.767578,0.003784,1.618408,36Kb,imageio
5.477695,10.120544,6.718323,0.003784,2.989746,36Kb,imageio
4.581996,9.049805,6.148010,0.003784,2.522949,36Kb,imageio
4.600993,8.967041,6.103149,0.003784,2.521484,36Kb,imageio
4.267180,8.390320,5.784363,0.003784,2.334595,36Kb,imageio
3.020446,6.766907,4.742737,0.003784,1.677795,36Kb,imageio
4.361328,9.302612,6.584167,0.003784,2.399475,36Kb,imageio
5.521968,9.975647,6.631531,0.003784,3.015076,36Kb,imageio
5.540668,10.349915,6.804504,0.003967,3.046997,36Kb,imageio
4.032854,8.110291,5.504211,0.003967,2.220276,36Kb,imageio
4.873900,9.587769,6.463928,0.003967,2.695984,36Kb,imageio
4.479987,8.718628,5.925903,0.003967,2.469421,36Kb,imageio
5.621828,10.037415,6.679688,0.003967,3.061646,36Kb,imageio
4.518661,9.519226,6.717407,0.003967,2.516785,36Kb,imageio
3.108930,8.141663,5.727295,0.005676,1.741150,36Kb,imageio
4.182412,8.331665,5.674683,0.005676,2.299622,36Kb,imageio
4.931921,9.445496,6.300781,0.004639,2.716919,36Kb,imageio
5.623906,10.241089,6.792297,0.004639,3.092529,36Kb,imageio
5.630874,10.436279,6.954590,0.004639,3.092896,36Kb,imageio
4.597739,8.949280,6.073914,0.004639,2.514404,36Kb,imageio
3.219213,7.722046,5.566101,0.004639,1.797852,36Kb,imageio
4.552895,8.860962,5.995605,0.004028,2.519043,36Kb,imageio
3.568191,7.535217,5.203186,0.004028,1.980713,36Kb,imageio
3.061766,6.680725,4.686035,0.004028,1.697327,36Kb,imageio
4.642572,10.470520,6.894104,0.077820,2.738586,36Kb,moviepy
6.112938,24.455078,19.380676,0.043152,3.709412,36Kb,moviepy
4.760372,10.082947,6.530334,0.035767,2.726318,36Kb,moviepy
5.505456,11.454163,7.270508,0.045898,3.150879,36Kb,moviepy
4.547840,9.791504,6.399963,0.030640,2.616333,36Kb,moviepy
5.824999,12.840088,8.417419,0.044373,3.339050,36Kb,moviepy
5.077566,10.489197,6.776550,0.042419,2.907471,36Kb,moviepy
4.798793,9.983093,6.530273,0.040161,2.750000,36Kb,moviepy
3.206199,7.499512,5.103333,0.029602,1.852478,36Kb,moviepy
4.172937,9.117310,6.050415,0.032837,2.391296,36Kb,moviepy
5.783425,11.021973,7.218811,0.014221,3.216736,36Kb,moviepy
4.542185,8.986023,6.157837,0.014221,2.487183,36Kb,moviepy
4.329115,9.467102,6.707581,0.014221,2.385681,36Kb,moviepy
4.294938,8.958618,6.142639,0.014221,2.370117,36Kb,moviepy
6.010675,10.765015,7.080078,0.014221,3.267517,36Kb,moviepy
6.345982,11.452454,7.656982,0.014221,3.473450,36Kb,moviepy
6.033523,11.079529,7.368591,0.014221,3.291443,36Kb,moviepy
4.471135,8.798706,6.026062,0.014221,2.461731,36Kb,moviepy
4.152312,9.550781,6.820801,0.004822,2.305420,36Kb,moviepy
4.710303,9.539856,6.499756,0.004822,2.591309,36Kb,moviepy
3.117502,7.001648,4.895020,0.004822,1.727417,36Kb,moviepy
5.471634,10.350891,6.874451,0.004822,3.001465,36Kb,moviepy
5.515389,10.355957,6.903198,0.004822,3.027893,36Kb,moviepy
4.514442,9.008362,6.171631,0.004822,2.476685,36Kb,moviepy
5.704193,10.708008,7.096191,0.004822,3.114197,36Kb,moviepy
5.897545,11.894836,8.124084,0.004822,3.239075,36Kb,moviepy
3.776094,8.333130,5.805420,0.004822,2.108582,36Kb,moviepy
6.211545,11.290466,7.353455,0.004822,3.404175,36Kb,moviepy
4.318996,8.709229,5.892334,0.004822,2.384949,36Kb,moviepy
4.726489,9.322693,6.364502,0.004822,2.618896,36Kb,moviepy
6.017043,10.940979,7.117065,0.004883,3.302673,36Kb,moviepy
4.694563,9.198547,6.256042,0.004883,2.579346,36Kb,moviepy
4.651899,9.987366,6.967896,0.004883,2.555542,36Kb,moviepy
2.949193,6.790894,4.767151,0.004883,1.640320,36Kb,moviepy
4.312466,8.647156,5.889771,0.004883,2.374329,36Kb,moviepy
3.000043,6.913635,4.871460,0.004883,1.658081,36Kb,moviepy
3.065541,6.825684,4.736267,0.004883,1.704895,36Kb,moviepy
3.510561,7.663330,5.316101,0.004883,1.958801,36Kb,moviepy
3.950859,8.009644,5.418823,0.004883,2.176453,36Kb,moviepy
4.805244,9.082642,6.146851,0.004883,2.618469,36Kb,moviepy
6.177164,12.192932,8.267212,0.004883,3.393127,36Kb,moviepy
5.886240,10.615906,6.941345,0.004883,3.220581,36Kb,moviepy
4.544069,8.896118,5.993103,0.004883,2.501099,36Kb,moviepy
5.706876,10.475403,6.829956,0.004883,3.131226,36Kb,moviepy
4.402286,8.746948,5.937439,0.004700,2.441956,36Kb,moviepy
3.825605,8.067749,5.566895,0.004700,2.109070,36Kb,moviepy
3.163543,7.064392,4.905090,0.004700,1.750061,36Kb,moviepy
5.298504,11.039124,7.606506,0.004700,2.914856,36Kb,moviepy
3.013889,6.846741,4.850525,0.004700,1.687256,36Kb,moviepy
5.518050,10.201965,6.780090,0.004700,3.007141,36Kb,moviepy
3.445270,7.401306,5.122131,0.004700,1.911072,36Kb,moviepy
4.551408,8.859680,5.959167,0.004700,2.507324,36Kb,moviepy
4.274323,8.588379,5.921448,0.004700,2.353394,36Kb,moviepy
4.514975,8.845947,5.992798,0.004700,2.469971,36Kb,moviepy
4.551877,9.571411,6.701904,0.004700,2.489502,36Kb,moviepy
3.297529,7.104675,5.006287,0.004700,1.823303,36Kb,moviepy
4.685231,9.045105,6.109497,0.004700,2.572266,36Kb,moviepy
4.551692,8.875122,6.070435,0.004700,2.506592,36Kb,moviepy
3.157627,7.009827,4.903870,0.005005,1.760071,36Kb,moviepy
3.655196,7.793762,5.414551,0.005005,2.015564,36Kb,moviepy
3.360638,7.162109,5.079895,0.005005,1.857666,36Kb,moviepy
2.974409,6.740540,4.758118,0.005005,1.658997,36Kb,moviepy
4.641268,9.353699,6.517578,0.005005,2.551575,36Kb,moviepy
4.551538,9.658447,6.823914,0.005005,2.498840,36Kb,moviepy
3.895086,7.767761,5.299072,0.005005,2.136475,36Kb,moviepy
4.468824,8.677551,5.888855,0.005005,2.456116,36Kb,moviepy
4.695801,9.133179,6.215454,0.005005,2.575684,36Kb,moviepy
4.493739,8.782410,5.955322,0.005005,2.461975,36Kb,moviepy
3.514501,7.434387,5.179443,0.005005,1.933716,36Kb,moviepy
4.186116,8.484741,5.798340,0.005005,2.311768,36Kb,moviepy
4.468761,9.729126,6.918579,0.005005,2.457458,36Kb,moviepy
3.605646,13.997803,11.319946,0.005005,2.218323,36Kb,moviepy
4.556169,9.046326,6.171570,0.005005,2.516846,36Kb,moviepy
4.016526,8.893250,6.267029,0.004700,2.258911,36Kb,moviepy
3.792725,7.931885,5.474304,0.004700,2.091125,36Kb,moviepy
2.907142,6.821655,4.875305,0.004700,1.623047,36Kb,moviepy
3.037261,6.961792,4.897156,0.004700,1.696289,36Kb,moviepy
3.775698,7.971375,5.454712,0.004700,2.091064,36Kb,moviepy
2.965246,7.082336,5.069214,0.004700,1.668335,36Kb,moviepy
4.511004,9.750305,6.845581,0.004700,2.488342,36Kb,moviepy
3.295965,7.603394,5.343201,0.004700,1.845764,36Kb,moviepy
5.723071,11.004883,7.242554,0.002991,3.174744,36Kb,moviepy
3.278411,7.366028,5.176880,0.002991,1.818420,36Kb,moviepy
4.310356,8.708191,5.947998,0.002991,2.384399,36Kb,moviepy
3.037107,6.929810,4.829041,0.004089,1.705627,36Kb,moviepy
2.944548,7.021912,4.996521,0.004089,1.651062,36Kb,moviepy
5.782466,10.761841,7.080505,0.003418,3.182007,36Kb,moviepy
4.343963,9.293762,6.518555,0.003418,2.389404,36Kb,moviepy
4.633952,9.005615,6.089417,0.003418,2.544556,36Kb,moviepy
4.589975,9.254944,6.236206,0.004761,2.545715,36Kb,moviepy
4.369999,8.602539,5.830017,0.004761,2.402039,36Kb,moviepy
4.412130,9.930237,6.791748,0.004761,2.421509,36Kb,moviepy
5.635861,10.547913,6.907104,0.004761,3.078735,36Kb,moviepy
4.563902,9.027161,6.132935,0.004761,2.506287,36Kb,moviepy
3.734982,7.768066,5.317200,0.004761,2.067139,36Kb,moviepy
4.136648,9.325134,6.502991,0.004700,2.303528,36Kb,moviepy
4.808745,9.282532,6.216309,0.005798,2.653320,36Kb,moviepy
5.548486,10.369995,6.879333,0.005798,3.039673,36Kb,moviepy
3.742056,7.657410,5.207947,0.005798,2.063782,36Kb,moviepy
5.728383,10.600708,7.018311,0.005798,3.134338,36Kb,moviepy
3.053129,7.625610,5.164551,0.070679,1.859314,36Kb,opencv
4.513193,8.942322,5.720215,0.031006,2.563293,36Kb,opencv
3.111109,7.074402,4.693176,0.023499,1.785278,36Kb,opencv
2.910556,6.791443,4.504944,0.023865,1.683533,36Kb,opencv
4.486520,9.325012,6.021240,0.039551,2.578491,36Kb,opencv
3.018147,7.848999,5.550354,0.021606,1.734253,36Kb,opencv
3.237656,7.389160,4.938843,0.023438,1.848755,36Kb,opencv
4.674702,9.125854,5.833130,0.038452,2.664673,36Kb,opencv
2.993124,6.974304,4.748291,0.024109,1.727539,36Kb,opencv
4.543122,9.085022,5.831726,0.031250,2.584534,36Kb,opencv
3.064586,7.147400,4.757446,0.023560,1.770447,36Kb,opencv
2.995664,6.868896,4.618408,0.022400,1.723755,36Kb,opencv
3.061812,7.149048,4.818420,0.024231,1.775146,36Kb,opencv
4.370911,9.074158,5.902100,0.029175,2.503052,36Kb,opencv
4.433527,9.567932,6.552429,0.009460,2.442688,36Kb,opencv
3.055638,6.667419,4.709290,0.009460,1.684692,36Kb,opencv
4.528546,8.569824,5.804626,0.009460,2.472473,36Kb,opencv
4.352977,8.204712,5.533508,0.009460,2.378845,36Kb,opencv
3.178566,6.708252,4.713318,0.009460,1.746704,36Kb,opencv
3.330081,6.800415,4.672791,0.009460,1.829529,36Kb,opencv
5.587320,10.401062,6.827759,0.009460,3.052734,36Kb,opencv
5.496954,9.781311,6.308105,0.009460,2.996948,36Kb,opencv
4.946310,9.980835,6.850464,0.009460,2.713867,36Kb,opencv
5.276678,9.687500,6.361084,0.009460,2.882812,36Kb,opencv
4.761049,9.061646,6.120728,0.009460,2.592285,36Kb,opencv
3.091219,6.709717,4.688965,0.009460,1.711243,36Kb,opencv
5.850614,10.272461,6.763977,0.009460,3.187012,36Kb,opencv
3.303128,6.698120,4.558960,0.003967,1.824097,36Kb,opencv
4.600963,8.531921,5.669739,0.003967,2.519958,36Kb,opencv
3.863868,8.568359,6.057556,0.003967,2.132874,36Kb,opencv
4.351169,8.178650,5.482788,0.003967,2.381653,36Kb,opencv
4.604899,8.758240,5.797913,0.003967,2.524109,36Kb,opencv
2.953881,6.311462,4.394104,0.003967,1.636475,36Kb,opencv
2.849515,6.460205,4.556274,0.003967,1.577698,36Kb,opencv
3.174052,6.847107,4.737427,0.003967,1.755249,36Kb,opencv
3.573063,7.210388,4.944702,0.003967,1.966980,36Kb,opencv
4.624711,8.980835,6.047729,0.003967,2.530212,36Kb,opencv
3.719823,8.110779,5.578979,0.003967,2.041016,36Kb,opencv
4.851122,10.147949,7.130615,0.003967,2.682068,36Kb,opencv
4.604656,8.500671,5.646606,0.003967,2.524536,36Kb,opencv
4.534695,8.534119,5.662170,0.003967,2.462585,36Kb,opencv
3.281200,6.962219,4.887207,0.003967,1.827454,36Kb,opencv
3.763097,7.467834,5.032104,0.003967,2.062866,36Kb,opencv
3.940556,7.765259,5.199402,0.005188,2.179016,36Kb,opencv
4.491629,8.377808,5.588989,0.005188,2.445435,36Kb,opencv
4.871925,10.114380,7.084412,0.005188,2.678833,36Kb,opencv
4.467227,8.507690,5.667603,0.005188,2.444214,36Kb,opencv
3.949750,7.782715,5.293152,0.005188,2.161987,36Kb,opencv
3.371782,7.044312,4.815613,0.005188,1.850769,36Kb,opencv
3.638052,7.262329,4.987610,0.005188,1.998962,36Kb,opencv
4.077520,7.999329,5.415283,0.005188,2.234802,36Kb,opencv
4.509658,8.185242,5.458191,0.005188,2.464661,36Kb,opencv
3.411799,6.921631,4.766235,0.005188,1.873474,36Kb,opencv
4.369238,8.391479,5.667786,0.005188,2.387756,36Kb,opencv
3.204611,6.974915,4.851013,0.005188,1.760254,36Kb,opencv
3.629951,7.294556,4.949829,0.005188,1.992371,36Kb,opencv
3.370368,6.948486,4.740601,0.005188,1.846497,36Kb,opencv
4.597376,8.539062,5.645203,0.005188,2.507446,36Kb,opencv
5.375564,9.933899,6.444580,0.004639,2.946899,36Kb,opencv
4.143898,8.075378,5.407593,0.004639,2.265930,36Kb,opencv
3.459147,7.303101,5.004944,0.004639,1.909424,36Kb,opencv
3.003802,6.486511,4.535767,0.004639,1.663818,36Kb,opencv
5.708860,11.028931,7.547241,0.004639,3.115295,36Kb,opencv
4.518183,8.539612,5.764160,0.004639,2.470581,36Kb,opencv
3.838623,7.393982,5.018188,0.004639,2.102112,36Kb,opencv
3.165403,6.630554,4.638184,0.004639,1.751343,36Kb,opencv
3.368189,7.000793,4.801086,0.004639,1.854492,36Kb,opencv
4.679141,8.532043,5.699890,0.004639,2.555298,36Kb,opencv
4.425470,8.376221,5.557556,0.004639,2.424744,36Kb,opencv
4.598594,8.672791,5.750549,0.004639,2.503296,36Kb,opencv
3.985761,8.760071,6.103821,0.004639,2.190247,36Kb,opencv
3.069882,6.557983,4.563110,0.004639,1.704407,36Kb,opencv
3.259507,6.873230,4.658264,0.005371,1.813171,36Kb,opencv
2.837153,6.208923,4.346069,0.005371,1.568604,36Kb,opencv
3.283730,6.790588,4.603271,0.005371,1.798401,36Kb,opencv
3.259904,6.748474,4.621399,0.005371,1.806580,36Kb,opencv
3.364106,7.154236,4.930603,0.005371,1.868896,36Kb,opencv
3.138662,6.715576,4.659424,0.005371,1.732483,36Kb,opencv
3.025876,6.523499,4.565796,0.005371,1.659302,36Kb,opencv
3.554506,7.181763,4.970337,0.005371,1.958130,36Kb,opencv
4.754784,9.785889,6.830994,0.005371,2.589844,36Kb,opencv
3.419535,6.817383,4.674255,0.005371,1.870544,36Kb,opencv
3.089457,6.586304,4.615906,0.005371,1.708252,36Kb,opencv
3.858726,7.478027,5.025513,0.005371,2.126465,36Kb,opencv
3.066447,6.505005,4.513306,0.005371,1.686279,36Kb,opencv
5.536658,9.818359,6.379517,0.005371,3.021118,36Kb,opencv
3.011106,6.401550,4.438110,0.005371,1.658752,36Kb,opencv
2.990254,6.639221,4.617615,0.005371,1.657043,36Kb,opencv
2.925150,6.435913,4.538818,0.005371,1.626343,36Kb,opencv
4.192076,8.886597,6.208069,0.005371,2.308594,36Kb,opencv
4.434338,8.575684,5.709290,0.005615,2.453430,36Kb,opencv
3.164954,6.602783,4.538940,0.005615,1.734985,36Kb,opencv
5.253995,9.847778,6.486023,0.005615,2.882324,36Kb,opencv
3.642954,7.507568,5.127502,0.005615,2.018616,36Kb,opencv
4.661110,8.719788,5.813660,0.005615,2.531860,36Kb,opencv
5.388484,9.603455,6.328125,0.005615,2.927673,36Kb,opencv
4.519219,9.288818,6.438416,0.005615,2.473328,36Kb,opencv
2.906946,6.562317,4.583740,0.005615,1.606567,36Kb,opencv
4.390105,8.116760,5.515808,0.005615,2.397888,36Kb,opencv
3.164860,6.762451,4.682007,0.005615,1.754456,36Kb,opencv
2.463455,5.944458,3.970398,0.074890,1.524902,36Kb,ffmpeg
2.302052,5.054077,3.410461,0.014038,1.319153,36Kb,ffmpeg
2.367997,5.349243,3.530701,0.024414,1.380554,36Kb,ffmpeg
2.374805,6.330994,4.496094,0.019958,1.398254,36Kb,ffmpeg
2.192669,5.105957,3.427795,0.019104,1.270508,36Kb,ffmpeg
2.181219,5.216919,3.491821,0.024658,1.281738,36Kb,ffmpeg
2.200652,5.612610,3.986389,0.015869,1.271973,36Kb,ffmpeg
2.400997,5.527405,3.661682,0.030762,1.415710,36Kb,ffmpeg
2.434301,7.092834,4.855530,0.025391,1.417297,36Kb,ffmpeg
2.395859,5.468079,3.645264,0.019592,1.389343,36Kb,ffmpeg
2.463181,8.210999,5.825378,0.019348,1.383179,36Kb,ffmpeg
2.150460,5.458252,3.711548,0.021851,1.257324,36Kb,ffmpeg
2.237225,5.310181,3.594727,0.017029,1.306030,36Kb,ffmpeg
2.235864,5.053650,3.400757,0.016602,1.294617,36Kb,ffmpeg
2.419865,6.706299,4.560425,0.020020,1.405579,36Kb,ffmpeg
2.363755,5.303833,3.548767,0.022095,1.364258,36Kb,ffmpeg
2.307867,5.253479,3.511292,0.013855,1.319946,36Kb,ffmpeg
2.263927,6.213196,4.448975,0.019287,1.314087,36Kb,ffmpeg
2.540448,5.455505,3.628967,0.019531,1.456421,36Kb,ffmpeg
2.370415,5.430664,3.672546,0.017883,1.370422,36Kb,ffmpeg
2.103506,4.937561,3.348816,0.017212,1.221191,36Kb,ffmpeg
2.452464,5.445007,3.676086,0.015015,1.401733,36Kb,ffmpeg
2.309916,4.808655,3.322876,0.015015,1.278625,36Kb,ffmpeg
2.454787,4.999878,3.417480,0.015015,1.357483,36Kb,ffmpeg
2.302387,4.913452,3.377991,0.015015,1.278931,36Kb,ffmpeg
2.560835,5.080261,3.523254,0.015015,1.405151,36Kb,ffmpeg
2.392596,5.086609,3.566345,0.015015,1.326904,36Kb,ffmpeg
2.251702,4.759827,3.284119,0.015015,1.248230,36Kb,ffmpeg
2.326578,4.735779,3.296875,0.015015,1.287598,36Kb,ffmpeg
2.274272,4.888977,3.338379,0.005005,1.272034,36Kb,ffmpeg
2.428390,5.256531,3.698120,0.005005,1.361938,36Kb,ffmpeg
2.237116,5.667419,4.232605,0.005005,1.254578,36Kb,ffmpeg
2.156763,4.615845,3.232056,0.005005,1.197693,36Kb,ffmpeg
2.320125,5.116577,3.606995,0.006226,1.317078,36Kb,ffmpeg
2.583613,5.089966,3.507751,0.006226,1.421753,36Kb,ffmpeg
2.558178,5.293396,3.607361,0.004639,1.434692,36Kb,ffmpeg
2.246195,4.662476,3.256104,0.004639,1.238586,36Kb,ffmpeg
2.245539,4.638062,3.264648,0.004639,1.244080,36Kb,ffmpeg
2.461162,5.325867,3.778931,0.004639,1.364319,36Kb,ffmpeg
2.232419,4.503540,3.095215,0.004639,1.231995,36Kb,ffmpeg
2.389792,4.992004,3.496887,0.004639,1.322388,36Kb,ffmpeg
2.223512,6.515259,4.978577,0.004639,1.268005,36Kb,ffmpeg
2.269721,4.780518,3.345825,0.004639,1.257935,36Kb,ffmpeg
2.311533,4.788513,3.375488,0.004639,1.273560,36Kb,ffmpeg
2.262904,4.768738,3.321655,0.004639,1.248718,36Kb,ffmpeg
2.192590,5.506714,4.064941,0.004639,1.218628,36Kb,ffmpeg
2.449958,4.940796,3.478455,0.004639,1.345520,36Kb,ffmpeg
2.415351,4.977905,3.427429,0.004639,1.341370,36Kb,ffmpeg
2.231440,4.617615,3.266113,0.004639,1.238037,36Kb,ffmpeg
2.351237,4.754944,3.305054,0.004639,1.299683,36Kb,ffmpeg
2.272026,4.889160,3.418701,0.004639,1.261719,36Kb,ffmpeg
2.423692,4.802856,3.320862,0.004639,1.338257,36Kb,ffmpeg
2.318697,4.674072,3.260254,0.004639,1.274170,36Kb,ffmpeg
2.094770,4.520508,3.203674,0.004639,1.164124,36Kb,ffmpeg
2.401384,5.054077,3.525879,0.004639,1.333740,36Kb,ffmpeg
2.192529,4.746582,3.349426,0.005798,1.229309,36Kb,ffmpeg
2.279167,4.977844,3.506287,0.005798,1.267212,36Kb,ffmpeg
2.623272,5.165161,3.552673,0.005798,1.443665,36Kb,ffmpeg
2.344316,4.869812,3.435974,0.005798,1.294067,36Kb,ffmpeg
2.489368,6.059021,4.474304,0.005798,1.379333,36Kb,ffmpeg
2.115076,4.625122,3.325134,0.005798,1.178162,36Kb,ffmpeg
2.237023,4.710144,3.331055,0.005798,1.236084,36Kb,ffmpeg
2.376888,4.926453,3.427917,0.005798,1.310059,36Kb,ffmpeg
2.317965,4.825684,3.386169,0.005798,1.279602,36Kb,ffmpeg
2.459097,5.064819,3.477722,0.005798,1.356750,36Kb,ffmpeg
2.244015,4.769165,3.348877,0.005798,1.239502,36Kb,ffmpeg
2.237153,4.846558,3.469482,0.005798,1.247070,36Kb,ffmpeg
2.265167,4.764954,3.328491,0.005798,1.257202,36Kb,ffmpeg
2.266260,4.887146,3.425781,0.005798,1.252808,36Kb,ffmpeg
2.322405,5.065369,3.600098,0.005798,1.289673,36Kb,ffmpeg
2.174095,4.839478,3.432434,0.005798,1.207031,36Kb,ffmpeg
2.301313,5.053101,3.552429,0.005798,1.278198,36Kb,ffmpeg
2.419569,5.280640,3.671448,0.004272,1.352295,36Kb,ffmpeg
2.302076,5.379089,3.894958,0.004272,1.284058,36Kb,ffmpeg
2.371095,5.371765,3.778503,0.005066,1.331787,36Kb,ffmpeg
2.293356,4.904541,3.465820,0.005066,1.267273,36Kb,ffmpeg
2.361061,5.094482,3.558044,0.005066,1.307556,36Kb,ffmpeg
2.638635,5.456238,3.805847,0.005066,1.458435,36Kb,ffmpeg
2.229194,5.221802,3.788208,0.005066,1.242676,36Kb,ffmpeg
2.149041,4.695862,3.317017,0.005066,1.192871,36Kb,ffmpeg
2.447244,5.097229,3.482910,0.005188,1.362793,36Kb,ffmpeg
2.332120,5.103210,3.619995,0.005188,1.289612,36Kb,ffmpeg
2.199905,5.005066,3.568726,0.005188,1.247620,36Kb,ffmpeg
2.344912,4.909058,3.428223,0.005188,1.301086,36Kb,ffmpeg
2.352903,5.069702,3.579285,0.005188,1.309570,36Kb,ffmpeg
2.432779,5.418945,3.843750,0.005188,1.379333,36Kb,ffmpeg
2.158202,4.708923,3.318604,0.005188,1.195740,36Kb,ffmpeg
2.181480,4.869507,3.421753,0.005188,1.217712,36Kb,ffmpeg
2.270973,5.824585,4.288879,0.005188,1.264709,36Kb,ffmpeg
2.511649,5.466370,3.819214,0.005188,1.390198,36Kb,ffmpeg
2.316176,4.912415,3.470642,0.005188,1.287598,36Kb,ffmpeg
2.115757,4.720703,3.345886,0.005188,1.180298,36Kb,ffmpeg
